Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Volkswagen,Polo,GT,Diesel,New,2023,Third,21-763-4033,24716,803677,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Not Available,
Toyota,Accord,XL,Petrol,Needs Replacement,2017,First,78-319-8968,35032,637903,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Available,"Music System, Alloy Wheels, Sunroof"
Honda,Elantra,SE,Petrol,Used,2019,First,11-200-9325,49934,359543,Automatic (Tiptronic),Gold,Major Service at 139600 km,No Current Insurance,Not Available,"GPS, Sunroof, Alloy Wheels"
Honda,Sunny,XL,CNG,Used,2022,Third,66-190-7915,183921,794578,Automatic,Grey,Full Service History,No Current Insurance,Not Available,
Maruti Suzuki,Accord,,Petrol,Used,2015,Second,52-728-1535,85706,454146,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Not Available,
Nissan,F-150,ZXI,Diesel,Needs Replacement,2015,Second,34-939-6788,83593,263816,Manual,White,Full Service History,No Current Insurance,Available,
Volkswagen,Seltos,Highline,Petrol,New,2019,Third,29-542-5901,56404,299415,Automatic,Red,No Service Record,No Current Insurance,Available,Music System
Toyota,Accord,,Diesel,Needs Replacement,2024,Third,33-753-5053,189948,984165,Automatic (Tiptronic),Gold,Major Service at 93753 km,Valid Until [date],Not Available,"GPS, Leather Seats"
Maruti Suzuki,Polo,GT,CNG,Needs Replacement,2020,First,37-502-5377,33563,994339,Manual,Red,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System, GPS, Alloy Wheels"
Honda,Sunny,GT,CNG,New,2016,First,35-731-9429,66170,862447,Manual,Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Music System"
Toyota,Swift,ZXI,CNG,Used,2017,Second,84-341-4101,185658,471818,Automatic,Gold,No Service Record,Valid Until [date],Available,"GPS, Sunroof"
Maruti Suzuki,Accord,XL,Petrol,Needs Replacement,2015,Second,38-167-2845,41481,527217,Automatic (Tiptronic),Maroon,No Service Record,No Current Insurance,Available,"Leather Seats, Alloy Wheels, Sunroof"
Renault,Accord,Highline,CNG,Needs Replacement,2015,First,18-636-8753,85055,785628,Manual,Blue,Full Service History,No Current Insurance,Not Available,"Leather Seats, Music System, GPS"
Chevrolet,Seltos,XL,CNG,Needs Replacement,2024,Third,58-215-4748,45166,282933,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Not Available,"Leather Seats, GPS"
Volkswagen,Accord,Highline,Petrol,Needs Replacement,2024,Third,28-741-1948,55735,824198,Automatic,Black,Major Service at 52208 km,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, Leather Seats, Music System"
Volkswagen,Polo,XL,Petrol,Used,2015,First,10-507-7702,164898,959249,Automatic,Red,No Service Record,Valid Until [date],Not Available,Leather Seats
Hyundai,Elantra,RXE,CNG,New,2018,Second,51-980-7487,58438,884877,Automatic (Tiptronic),Maroon,Major Service at 128188 km,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, Leather Seats"
Nissan,F-150,LE,Petrol,New,2016,First,76-438-1666,48730,976022,Manual,Red,Full Service History,No Current Insurance,Available,"Leather Seats, Sunroof, Music System"
Chevrolet,F-150,SL,Petrol,New,2019,First,23-578-7295,30792,569078,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Music System, GPS"
Toyota,Cruze,LE,CNG,Used,2015,Third,67-486-4891,25494,945849,Manual,Red,Full Service History,Valid Until [date],Not Available,Sunroof
Honda,F-150,Highline,Petrol,Used,2016,First,89-939-5128,25640,534420,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof"
Volkswagen,Kwid,XL,CNG,Used,2017,First,87-144-9414,188210,662552,Automatic,Red,Major Service at 111075 km,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof"
Maruti Suzuki,Sunny,EX,Diesel,Used,2015,Second,16-587-8417,31851,283521,Manual,Black,Full Service History,No Current Insurance,Not Available,"Leather Seats, Music System, GPS"
Ford,Swift,SE,CNG,Used,2021,Second,21-332-9180,132544,885310,Manual,Black,Major Service at 71111 km,No Current Insurance,Available,"GPS, Alloy Wheels"
Hyundai,F-150,GT,Petrol,Needs Replacement,2016,First,20-783-8382,95941,471335,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Available,GPS
Ford,F-150,LE,Diesel,Used,2017,First,98-752-4370,146831,270133,Manual,Red,Major Service at 128919 km,Valid Until [date],Available,"Sunroof, Music System, Alloy Wheels"
Hyundai,Camry,GT,Petrol,Used,2017,First,42-147-6034,35474,799792,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System"
Kia,Elantra,LE,Diesel,Needs Replacement,2022,Second,78-921-6092,87729,775824,Automatic,Silver,Full Service History,Valid Until [date],Available,"Sunroof, Leather Seats, GPS, Alloy Wheels"
Honda,Accord,GT,Diesel,Needs Replacement,2017,Second,56-996-3089,157339,336738,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,"GPS, Music System, Alloy Wheels, Leather Seats"
Kia,Swift,LE,Diesel,Needs Replacement,2021,Second,82-703-8324,114621,438257,Automatic,Gold,No Service Record,No Current Insurance,Not Available,"GPS, Music System, Leather Seats"
Honda,Camry,GT,Diesel,New,2015,Second,64-220-6983,81073,696883,Manual,White,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, Sunroof, Alloy Wheels"
Chevrolet,Accord,GT,Petrol,Needs Replacement,2020,First,81-505-4097,55943,579796,Automatic (Tiptronic),Maroon,No Service Record,Valid Until [date],Not Available,GPS
Kia,Elantra,,Petrol,Needs Replacement,2016,Second,73-138-5457,117944,938981,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,"Music System, Sunroof"
Renault,Seltos,SL,Petrol,New,2017,Second,56-210-7528,147969,388056,Manual,Silver,No Service Record,No Current Insurance,Available,"Sunroof, Alloy Wheels, Leather Seats, GPS"
Renault,Accord,EX,Diesel,New,2018,First,78-675-2070,198588,958230,Manual,White,Major Service at 135923 km,Valid Until [date],Not Available,
Nissan,Elantra,Highline,Petrol,Used,2021,Third,86-683-1674,144525,872791,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Available,"Sunroof, Music System, Alloy Wheels"
Nissan,Seltos,XL,CNG,Used,2016,Third,94-206-6900,21716,538836,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, Music System"
Kia,Seltos,EX,CNG,Needs Replacement,2015,Third,90-827-2014,35075,685276,Manual,Grey,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, Alloy Wheels"
Maruti Suzuki,Seltos,EX,Petrol,New,2024,Third,43-743-5046,143283,824354,Automatic,Maroon,Major Service at 145191 km,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System, Sunroof"
Maruti Suzuki,Polo,EX,CNG,New,2021,Second,86-959-8057,146522,552004,Automatic,Silver,No Service Record,No Current Insurance,Available,Sunroof
Chevrolet,Seltos,SE,Petrol,Used,2023,Second,77-768-1351,148106,653633,Manual,Red,Full Service History,Valid Until [date],Not Available,"Music System, Sunroof, GPS"
Kia,Sunny,Highline,CNG,Used,2024,First,56-430-2963,47302,253218,Manual,Black,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Music System, Alloy Wheels"
Hyundai,F-150,XL,Petrol,New,2015,First,98-332-8831,164948,790899,Automatic,Red,Major Service at 65899 km,Valid Until [date],Not Available,
Nissan,Camry,RXE,Petrol,New,2019,Third,83-188-7148,186356,734162,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,"Sunroof, Music System, GPS"
Maruti Suzuki,Camry,,Diesel,New,2019,First,66-948-3544,29176,926165,Automatic,Silver,Full Service History,No Current Insurance,Available,"Leather Seats, Alloy Wheels"
Volkswagen,Accord,RXE,Petrol,New,2024,Second,55-836-4677,29377,215216,Manual,Gold,Major Service at 107645 km,Valid Until [date],Not Available,Alloy Wheels
Honda,F-150,SE,CNG,Used,2016,Third,20-203-3797,104216,267753,Automatic,Blue,Major Service at 56222 km,No Current Insurance,Not Available,"GPS, Music System, Leather Seats, Alloy Wheels"
Volkswagen,Kwid,,CNG,Needs Replacement,2018,Third,57-394-1502,186809,831360,Automatic,Red,No Service Record,Valid Until [date],Not Available,
Nissan,Polo,RXE,Petrol,Used,2016,First,55-895-4921,43627,768053,Automatic (Tiptronic),Maroon,Major Service at 136476 km,Valid Until [date],Available,
Hyundai,Accord,GT,CNG,Used,2019,Second,47-522-5834,50890,466153,Automatic,Red,Major Service at 96678 km,Valid Until [date],Not Available,"Leather Seats, Sunroof, Alloy Wheels"
Renault,F-150,Highline,Diesel,Used,2017,Second,54-201-6353,151142,738563,Automatic,Silver,Major Service at 82718 km,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, GPS"
Renault,Swift,SL,Diesel,Used,2021,First,87-761-1420,29625,323553,Automatic (Tiptronic),Maroon,Major Service at 142929 km,No Current Insurance,Not Available,"Leather Seats, GPS, Music System, Sunroof"
Chevrolet,F-150,SL,CNG,Used,2021,Second,30-637-4492,175277,493827,Automatic,Blue,Full Service History,No Current Insurance,Not Available,GPS
Honda,Swift,EX,Diesel,New,2018,Second,18-579-6829,89967,380361,Manual,Red,No Service Record,No Current Insurance,Not Available,
Ford,Seltos,SE,Petrol,Needs Replacement,2015,Second,72-576-5557,46952,679802,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Available,GPS
Ford,Elantra,SE,CNG,Used,2024,First,59-432-6623,30348,591148,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, GPS, Music System, Leather Seats"
Chevrolet,Camry,RXE,CNG,New,2018,Third,68-515-7517,94989,822269,Automatic,Red,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, GPS"
Nissan,Kwid,SL,Diesel,Needs Replacement,2022,First,34-698-4907,60630,618677,Automatic (Tiptronic),Grey,Major Service at 148203 km,No Current Insurance,Not Available,"Alloy Wheels, GPS, Music System, Leather Seats"
Hyundai,Swift,GT,Petrol,New,2022,First,32-997-9776,144043,213741,Automatic,Grey,Major Service at 118145 km,No Current Insurance,Not Available,Music System
Toyota,Cruze,,CNG,Used,2024,Second,74-681-5674,91415,886132,Automatic (Tiptronic),Red,Major Service at 83866 km,Valid Until [date],Not Available,"Alloy Wheels, Music System, GPS"
Renault,Accord,XL,Petrol,Used,2022,Third,14-535-9754,125606,475464,Automatic,Maroon,No Service Record,Valid Until [date],Available,Leather Seats
Hyundai,Accord,ZXI,Petrol,New,2018,First,15-573-6520,58287,342175,Manual,Black,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Music System, Sunroof"
Kia,Swift,ZXI,Petrol,Used,2021,Second,69-728-3780,191457,340601,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Music System, Sunroof"
Honda,Seltos,SL,Diesel,New,2020,Second,75-668-5729,94963,980889,Manual,Silver,Full Service History,No Current Insurance,Available,GPS
Ford,F-150,ZXI,Diesel,Needs Replacement,2015,Third,46-488-8316,134957,757710,Automatic,Grey,Full Service History,No Current Insurance,Not Available,
Kia,Camry,XL,Diesel,New,2015,First,83-260-6275,168490,980547,Automatic,Blue,No Service Record,No Current Insurance,Available,"Leather Seats, Alloy Wheels, Sunroof, Music System"
Nissan,Cruze,GT,CNG,New,2024,Third,13-472-2833,184342,259076,Manual,Gold,No Service Record,Valid Until [date],Not Available,"Sunroof, GPS"
Ford,F-150,XL,Petrol,Used,2016,First,88-688-4596,153796,818254,Automatic (Tiptronic),Gold,Major Service at 50715 km,Valid Until [date],Available,"Leather Seats, Sunroof, Alloy Wheels, Music System"
Hyundai,F-150,Highline,CNG,Used,2021,Third,29-475-7175,184657,977235,Automatic,Silver,Major Service at 55666 km,Valid Until [date],Available,"Alloy Wheels, Music System, Leather Seats, GPS"
Volkswagen,Swift,LE,CNG,Used,2015,First,91-422-9412,115052,889459,Automatic,Blue,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, GPS"
Chevrolet,Swift,Highline,Diesel,Needs Replacement,2018,First,66-254-4937,103271,425838,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"Music System, Alloy Wheels, GPS"
Kia,Elantra,SL,Petrol,New,2021,Third,99-429-3202,143761,402991,Manual,Blue,No Service Record,Valid Until [date],Not Available,Leather Seats
Ford,Accord,SL,CNG,Needs Replacement,2020,First,50-210-6401,198150,620000,Manual,Maroon,Full Service History,No Current Insurance,Not Available,"Sunroof, Leather Seats"
Toyota,Camry,SE,Diesel,New,2016,Third,36-952-1902,17165,203886,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Not Available,
Maruti Suzuki,Elantra,SL,Petrol,Needs Replacement,2024,Second,64-317-2690,189965,321010,Automatic,Grey,Full Service History,No Current Insurance,Not Available,"Music System, GPS"
Hyundai,Kwid,EX,CNG,New,2017,Third,87-478-6767,24722,809375,Manual,Red,Major Service at 129817 km,No Current Insurance,Not Available,"Music System, Sunroof, GPS, Alloy Wheels"
Renault,Cruze,RXE,Petrol,Used,2015,Third,22-325-4471,87775,958561,Manual,White,Major Service at 92877 km,No Current Insurance,Available,Alloy Wheels
Maruti Suzuki,Swift,EX,CNG,New,2016,First,39-454-6787,42726,710645,Automatic,Red,Full Service History,No Current Insurance,Available,
Hyundai,F-150,LE,CNG,New,2020,First,75-727-1696,198314,940219,Manual,Black,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System"
Hyundai,Kwid,SL,CNG,Used,2015,First,72-278-5957,40736,779493,Automatic,Silver,Full Service History,No Current Insurance,Not Available,Music System
Chevrolet,Camry,,CNG,Used,2015,Second,84-317-7853,41822,763962,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,
Ford,Seltos,SL,CNG,New,2016,First,40-232-8506,23282,745636,Manual,Grey,No Service Record,No Current Insurance,Available,"Leather Seats, Alloy Wheels"
Honda,Camry,GT,Diesel,New,2021,First,19-864-4913,187365,506027,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,"GPS, Music System"
Nissan,Camry,LE,Diesel,Needs Replacement,2017,Third,95-353-4877,37195,587525,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Available,"GPS, Leather Seats, Music System, Sunroof"
Volkswagen,Camry,,Diesel,New,2023,Third,51-787-6112,89628,951447,Automatic (Tiptronic),Silver,Major Service at 108027 km,No Current Insurance,Available,"GPS, Leather Seats, Alloy Wheels"
Chevrolet,Camry,XL,CNG,Used,2017,First,32-284-5741,189595,611785,Automatic,Grey,Full Service History,No Current Insurance,Available,Music System
Volkswagen,Camry,SL,Petrol,Used,2021,Second,76-555-5634,152429,938812,Automatic,Blue,Full Service History,No Current Insurance,Not Available,Music System
Toyota,Sunny,GT,CNG,New,2018,Third,49-278-9187,21737,337924,Manual,Blue,No Service Record,Valid Until [date],Not Available,Sunroof
Kia,Swift,SE,Petrol,Needs Replacement,2020,Second,63-962-7850,115447,451139,Automatic (Tiptronic),Black,Major Service at 109058 km,Valid Until [date],Not Available,"GPS, Leather Seats, Music System, Alloy Wheels"
Volkswagen,Accord,EX,Diesel,Used,2022,Third,38-898-8968,162879,481652,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,"Music System, GPS, Leather Seats"
Volkswagen,Cruze,RXE,CNG,Needs Replacement,2019,Second,81-157-2053,170602,878503,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,Alloy Wheels
Renault,Swift,XL,Petrol,New,2022,Third,83-789-8742,78457,859776,Manual,Blue,Full Service History,Valid Until [date],Available,"GPS, Alloy Wheels"
Maruti Suzuki,Sunny,ZXI,CNG,Needs Replacement,2018,Third,46-269-7174,35217,979877,Automatic (Tiptronic),Black,Major Service at 91310 km,Valid Until [date],Not Available,
Hyundai,F-150,SL,Petrol,New,2016,Third,34-672-7601,143801,431376,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Music System, Sunroof"
Honda,Kwid,XL,Petrol,Used,2016,Third,72-821-1928,88190,799450,Manual,Silver,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Music System, Sunroof"
Nissan,Elantra,ZXI,CNG,Needs Replacement,2022,Second,98-703-8073,59067,505806,Automatic,Maroon,Major Service at 123686 km,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, Leather Seats"
Ford,Accord,LE,Petrol,Needs Replacement,2022,Second,19-746-2117,42292,505546,Manual,Blue,No Service Record,No Current Insurance,Not Available,Leather Seats
Hyundai,Elantra,GT,Petrol,Used,2018,Second,90-379-7473,109952,617754,Manual,Blue,Full Service History,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Music System"
Hyundai,Sunny,Highline,CNG,Needs Replacement,2024,Third,85-997-2988,50191,242591,Automatic,Blue,Full Service History,No Current Insurance,Available,
Volkswagen,Swift,SL,Petrol,Needs Replacement,2019,Third,30-278-4415,20045,826199,Manual,Blue,No Service Record,No Current Insurance,Available,
Maruti Suzuki,Cruze,RXE,Diesel,Needs Replacement,2024,Third,59-561-7473,160786,398333,Manual,Maroon,No Service Record,Valid Until [date],Not Available,"GPS, Music System"
Toyota,Accord,XL,CNG,Needs Replacement,2024,First,21-777-8754,194794,797898,Automatic (Tiptronic),Blue,Major Service at 90073 km,No Current Insurance,Available,
Honda,Elantra,EX,CNG,Needs Replacement,2022,First,62-377-1378,112364,468614,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Available,
Honda,Kwid,Highline,CNG,New,2020,Third,22-354-7665,160247,962249,Manual,Maroon,No Service Record,No Current Insurance,Not Available,"Sunroof, Music System"
Ford,Sunny,SL,Diesel,Needs Replacement,2023,Second,63-137-6380,63083,790746,Automatic,Red,No Service Record,No Current Insurance,Available,"GPS, Music System"
Nissan,Kwid,RXE,Diesel,Used,2023,First,16-761-6121,19564,612287,Automatic (Tiptronic),Black,Major Service at 81484 km,No Current Insurance,Available,Alloy Wheels
Toyota,Polo,GT,CNG,Needs Replacement,2021,Second,52-561-1966,48447,875720,Automatic,Grey,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats"
